@relation BasicAgentAAtraining-data-weka.filters.unsupervised.attribute.Remove-R36

@attribute ghostDirection1 {None,South,North,West,East}
@attribute ghostDirection2 {None,South,North,West,East}
@attribute ghostDirection3 {None,South,North,West,East}
@attribute ghostDirection4 {None,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
North,North,North,East,0,11,11,9,8,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
North,North,North,East,0,11,13,9,8,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
North,North,North,East,0,13,13,8,8,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,North
North,North,North,East,0,12,12,7,7,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,North
West,North,East,East,0,10,10,7,7,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,E,East
West,North,East,East,0,11,11,7,5,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,East
West,North,East,East,0,11,11,5,5,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,East
West,North,North,East,0,11,13,3,5,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,G,E,East
West,North,North,North,0,11,14,1,3,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,W,W,G,E,E,E,E,E,E,G,North
South,North,None,North,10,13,12,1000,1,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,G,E,E,E,E,E,E,North
South,West,None,East,10,13,10,1000,3,E,E,E,E,E,W,W,E,G,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
South,South,None,East,10,15,12,1000,2,E,E,E,E,W,W,E,E,G,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,East
South,South,None,South,10,15,12,1000,1,E,E,E,W,W,E,E,G,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,South
West,South,None,None,11,13,12,1000,1000,W,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,South
North,West,None,None,11,14,12,1000,1000,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,West
North,North,None,None,11,13,12,1000,1000,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,W,E,E,E,W,E,E,E,E,W,North
North,South,None,None,11,13,12,1000,1000,W,W,E,E,W,E,E,E,E,W,W,E,E,E,W,E,E,E,E,W,E,E,E,E,W,West
North,West,None,None,11,12,10,1000,1000,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,South
North,West,None,None,11,12,10,1000,1000,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,West
North,West,None,None,11,10,8,1000,1000,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,West
North,South,None,None,11,8,8,1000,1000,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,West
West,South,None,None,11,6,8,1000,1000,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,West
West,South,None,None,11,4,8,1000,1000,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,E,West
West,South,None,None,11,2,8,1000,1000,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,W,E,E,E,E,W,West
North,South,None,None,11,2,6,1000,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,North
West,South,None,None,11,2,8,1000,1000,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
South,South,None,None,11,2,8,1000,1000,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
West,South,None,None,11,1,7,1000,1000,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,West
None,West,None,None,1011,1000,5,1000,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
None,West,None,None,1011,1000,3,1000,1000,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
None,South,None,None,1011,1000,2,1000,1000,W,E,G,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,South
None,South,None,None,1011,1000,2,1000,1000,E,E,E,E,E,W,G,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,South
None,North,None,None,1011,1000,2,1000,1000,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,G,E,E,E,E,E,E,E,E,West
North,North,North,East,0,10,11,8,12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
North,North,North,East,0,8,9,8,12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
West,North,North,East,0,6,9,7,12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
West,North,North,East,0,5,8,5,12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
North,North,North,East,0,5,8,5,13,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
West,West,South,East,0,5,6,5,14,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,West,South,East,0,3,5,4,14,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,West,West,East,0,3,5,2,16,W,W,E,E,E,E,W,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
West,South,None,East,10,2,5,1000,16,W,W,W,E,E,E,E,W,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
South,West,None,East,10,2,3,1000,16,E,W,W,W,E,E,G,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
West,West,None,East,10,1,3,1000,14,E,E,E,E,E,E,W,W,W,E,E,G,E,W,E,E,E,E,E,E,W,W,W,W,W,West
None,West,None,East,1010,1000,1,1000,16,E,E,E,E,E,E,E,W,W,W,E,G,E,E,W,E,E,E,E,E,W,W,W,W,W,West
None,None,None,East,1110,1000,1000,1000,17,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,South
None,None,None,East,1110,1000,1000,1000,17,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,E,E,South
None,None,None,East,1110,1000,1000,1000,17,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,16,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,East
None,None,None,East,1110,1000,1000,1000,16,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,East
None,None,None,East,1110,1000,1000,1000,14,E,E,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,East
None,None,None,East,1110,1000,1000,1000,14,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,East
None,None,None,East,1110,1000,1000,1000,14,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,9,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,East
None,None,None,East,1110,1000,1000,1000,7,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,E,East
None,None,None,East,1110,1000,1000,1000,5,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,East
None,None,None,East,1110,1000,1000,1000,5,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,East
None,None,None,East,1110,1000,1000,1000,4,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,2,W,E,E,E,E,W,W,W,E,G,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,East
None,None,None,East,1110,1000,1000,1000,2,E,E,E,E,W,W,W,E,E,W,E,E,E,G,W,W,E,E,E,W,E,E,E,E,W,East
East,East,East,East,0,20,18,18,20,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,East
East,East,East,East,0,19,17,17,19,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,East
East,East,East,East,0,18,16,16,18,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,East
East,East,East,East,0,17,15,15,17,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,South
East,East,East,East,0,16,14,16,18,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,East
East,East,East,East,0,15,13,15,17,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,East
East,East,East,East,0,14,12,14,16,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,South
East,East,East,East,0,13,13,15,17,W,W,W,W,W,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,East
East,East,East,East,0,12,12,14,16,W,W,W,W,W,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,East
East,East,East,East,0,11,11,13,15,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,East
East,East,East,East,0,10,10,12,14,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,South
East,East,East,East,0,9,11,13,15,W,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,East
East,East,East,East,0,8,10,12,14,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,East
East,East,East,East,0,7,9,11,13,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,East
East,East,East,North,0,6,8,10,12,W,W,W,W,W,W,W,W,W,W,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,North
East,East,East,East,0,7,7,9,11,W,W,W,W,W,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,East
East,East,East,North,0,6,6,8,10,W,W,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,East
East,East,East,North,0,5,5,7,9,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,East
East,East,North,North,0,4,4,6,8,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,South
East,East,North,North,0,3,5,7,9,W,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,East
East,North,North,North,0,2,4,6,8,W,W,W,W,W,W,W,W,W,W,E,E,E,E,G,E,E,W,E,E,E,E,E,E,G,East
East,North,North,North,0,1,3,5,7,W,W,W,W,W,W,W,W,W,W,E,E,E,G,W,E,W,E,E,W,E,E,E,G,W,East
None,North,North,North,1000,1000,2,4,6,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,North
None,North,North,North,1000,1000,1,3,5,W,W,W,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,W,E,E,W,W,North
None,None,North,North,1100,1000,1000,2,4,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,North
None,None,North,North,1100,1000,1000,1,3,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,W,E,E,W,W,North
None,None,None,North,1110,1000,1000,1000,2,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,G,W,W,North
South,North,East,East,0,12,12,12,12,E,E,E,W,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,W,E,South
South,North,East,East,0,11,13,11,13,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,South
South,North,East,East,0,10,14,10,14,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,E,W,South
West,North,East,East,0,9,15,9,15,W,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,West
West,North,East,East,0,8,14,10,16,E,W,W,W,W,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,North
South,North,East,East,0,9,13,11,15,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,E,West
South,North,East,East,0,8,12,12,16,W,W,W,W,W,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,West
South,North,East,East,0,7,11,13,17,W,W,W,W,W,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,South
West,North,East,East,0,6,12,12,18,E,W,E,W,W,W,W,W,W,W,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,West
West,North,East,East,0,5,11,13,19,W,E,W,E,W,W,W,W,W,W,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,West
West,North,East,East,0,4,10,14,20,E,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,West
West,North,East,East,0,3,9,15,21,W,E,W,E,W,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,North
South,North,East,East,0,4,8,16,20,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,West
South,North,East,East,0,3,7,17,21,W,W,W,W,W,G,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,West
South,North,East,East,0,2,6,18,22,W,W,W,W,W,W,G,E,W,E,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,South
West,North,East,East,0,1,7,17,23,W,E,W,E,W,W,W,W,W,W,W,G,E,W,E,W,E,E,E,E,W,E,E,W,E,West
None,North,East,East,1000,1000,6,18,24,W,W,G,W,E,W,W,W,W,W,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,North
None,North,East,East,1000,1000,5,19,23,W,W,W,W,W,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,North
None,North,East,East,1000,1000,4,20,22,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,North
None,North,East,East,1000,1000,3,21,21,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,North
None,North,East,East,1000,1000,2,22,20,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,G,E,W,North
None,North,East,East,1000,1000,1,23,19,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,G,E,W,W,W,W,W,W,North
None,None,East,East,1100,1000,1000,24,18,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,23,17,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,W,W,W,W,W,W,W,W,W,South
None,None,East,East,1100,1000,1000,22,18,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,21,17,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,20,16,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,19,15,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,North
None,None,East,East,1100,1000,1000,20,14,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,19,13,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,18,12,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,W,W,W,W,W,South
None,None,East,East,1100,1000,1000,17,13,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,16,12,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,15,11,E,E,E,E,E,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,14,10,E,E,E,E,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,North
None,None,East,East,1100,1000,1000,15,9,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,14,8,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,13,7,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,12,6,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,W,W,W,W,W,W,W,W,W,South
None,None,East,East,1100,1000,1000,11,7,E,W,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,10,6,W,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,9,5,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,8,4,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,North
None,None,East,East,1100,1000,1000,9,3,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,8,2,E,E,E,E,E,E,E,W,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
None,None,East,East,1100,1000,1000,7,1,E,E,E,E,W,E,W,E,E,W,E,E,E,G,W,W,W,W,W,W,W,W,W,W,W,East
None,None,South,None,1101,1000,1000,6,1000,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,South
None,None,South,None,1101,1000,1000,5,1000,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,W,W,W,W,South
None,None,South,None,1101,1000,1000,4,1000,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,South
None,None,South,None,1101,1000,1000,3,1000,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,South
None,None,South,None,1101,1000,1000,2,1000,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,South
North,East,East,East,0,7,18,20,23,W,W,E,W,E,W,W,W,W,W,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,North
North,East,East,East,0,5,18,20,21,W,W,W,W,W,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,North
North,East,East,East,0,5,18,19,19,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,North
North,East,East,East,0,3,20,17,17,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,North
North,East,East,East,0,1,21,19,19,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,G,E,E,W,W,E,E,W,North
None,East,East,East,1000,1000,23,20,21,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,W,W,W,East
None,East,East,East,1000,1000,22,19,20,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,W,W,W,W,East
None,East,East,East,1000,1000,20,17,18,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,W,W,East
None,East,East,East,1000,1000,18,15,16,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,East
None,East,East,East,1000,1000,16,13,16,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,North
None,East,East,East,1000,1000,16,15,17,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,East,East,East,1000,1000,16,15,17,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,East
None,East,East,East,1000,1000,14,14,15,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,W,W,W,W,W,South
None,East,East,East,1000,1000,12,14,15,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,East
None,East,East,East,1000,1000,10,12,14,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,W,W,W,W,East
None,East,East,East,1000,1000,9,11,14,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,East
None,East,East,East,1000,1000,8,9,14,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,South
None,East,East,East,1000,1000,6,9,12,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,East
None,East,East,East,1000,1000,4,7,10,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,East
None,East,East,East,1000,1000,4,6,9,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,East
None,East,East,East,1000,1000,2,6,9,E,E,E,W,E,W,E,E,E,E,E,E,E,W,G,W,E,E,E,E,E,E,E,W,E,South
None,East,East,East,1000,1000,2,8,8,W,E,E,E,E,E,E,E,W,E,W,E,E,E,G,E,E,E,W,E,W,E,E,E,E,East
None,North,East,East,1000,1000,2,8,6,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,G,E,E,E,E,E,E,East
None,North,North,East,1000,1000,2,6,6,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,G,E,E,E,E,E,W,North
None,North,East,East,1000,1000,2,5,8,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,G,W,E,W,E,E,E,North
None,North,East,East,1000,1000,2,3,9,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,G,G,W,W,W,W,W,North
None,East,East,East,1000,1000,2,1,9,E,W,E,E,E,E,E,E,E,W,E,W,E,G,G,W,W,W,W,W,W,W,W,W,W,East
None,East,None,East,1010,1000,2,1000,8,W,E,E,E,E,E,E,E,W,E,W,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
None,East,None,East,1010,1000,2,1000,6,E,E,E,E,E,E,E,W,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
None,None,None,South,1110,1000,1000,1000,5,E,E,E,E,W,E,W,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,South
None,None,None,South,1110,1000,1000,1000,4,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,E,E,E,W,W,W,W,W,W,South
None,None,None,South,1110,1000,1000,1000,4,E,E,E,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,E,E,E,E,W,South
None,None,None,East,1110,1000,1000,1000,2,E,W,E,G,W,E,E,E,E,W,E,W,E,E,W,E,E,E,E,W,E,W,E,E,W,East
North,North,East,East,0,13,12,14,15,W,W,W,W,W,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,W,E,North
North,North,East,East,0,12,11,12,14,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,North
North,North,East,East,0,11,9,12,12,E,E,E,E,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,E,W,North
North,North,East,East,0,9,9,10,11,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,North
West,South,East,East,0,7,9,9,9,E,E,E,W,E,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,West
North,South,East,East,0,7,7,10,10,E,E,E,E,W,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,W,W,W,W,West
North,South,East,East,0,6,6,10,11,W,E,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,North
West,South,East,East,0,6,8,8,13,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,W,W,W,W,W,West
West,South,East,East,0,5,7,9,15,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,West
West,South,East,East,0,4,5,11,15,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
